address,buildYear,lon,lat
"г.Пушкин, Радищева ул., 5 литер А",2003,30.405592,59.710044
"г.Пушкин, Радищева ул., 8",1917,30.408125,59.709453
"г.Пушкин, Саперная ул., 10 литер А",1958,30.414323,59.703857
"г.Пушкин, Саперная ул., 10а литер А",1959,30.414323,59.703857
"г.Пушкин, Саперная ул., 10б литер А",1958,30.415024,59.703979
"г.Пушкин, Саперная ул., 13 литер А",1917,30.41391,59.702563
"г.Пушкин, Саперная ул., 16",1905,30.41011,59.703534
"г.Пушкин, Саперная ул., 17 литер А",1917,30.413919,59.703117
"г.Пушкин, Саперная ул., 18",1904,30.408835,59.703312
"г.Пушкин, Саперная ул., 19 литер А",1917,30.413659,59.703489
"г.Пушкин, Саперная ул., 20/32",1904,30.408835,59.703312
"г.Пушкин, Саперная ул., 22",1913,30.405646,59.702767
"г.Пушкин, Саперная ул., 24",1913,30.404208,59.702563
"г.Пушкин, Саперная ул., 25",1917,30.411745,59.703171
"г.Пушкин, Саперная ул., 30",1913,30.399447,59.701764
"г.Пушкин, Саперная ул., 36 корп. 1",2003,30.386107,59.701156
"г.Пушкин, Саперная ул., 36 корп. 10",2007,30.390437,59.70146
"г.Пушкин, Саперная ул., 36 корп. 2",2003,30.386036,59.701787
"г.Пушкин, Саперная ул., 36 корп. 3",2007,30.392027,59.701042
"г.Пушкин, Саперная ул., 36 корп. 4",2007,30.391084,59.700969
"г.Пушкин, Саперная ул., 36 корп. 5",2007,30.391722,59.701632
"г.Пушкин, Саперная ул., 36 корп. 6",2007,30.390105,59.700965
"г.Пушкин, Саперная ул., 36 корп. 7",2007,30.389081,59.700979
"г.Пушкин, Саперная ул., 36 корп. 8",2007,30.388865,59.701855
"г.Пушкин, Саперная ул., 36 корп. 9",2007,30.388506,59.702454
"г.Пушкин, Саперная ул., 38",1999,30.385389,59.702218
"г.Пушкин, Саперная ул., 38 корп. 2",2007,30.387787,59.701719
"г.Пушкин, Саперная ул., 38 корп. 3",2007,30.386907,59.701855
"г.Пушкин, Саперная ул., 38 корп. 4",2007,30.387491,59.702241
"г.Пушкин, Саперная ул., 38 корп. 5",2007,30.386691,59.702595
"г.Пушкин, Саперная ул., 38 корп. 6",2007,30.386161,59.703085
"г.Пушкин, Саперная ул., 38 корп. 7",2007,30.385038,59.703889
"г.Пушкин, Саперная ул., 39",1958,30.405376,59.702173
"г.Пушкин, Саперная ул., 4",1958,30.416713,59.703357
"г.Пушкин, Саперная ул., 40 корп. 1",1996,30.385353,59.700965
"г.Пушкин, Саперная ул., 40 корп. 2",1996,30.384383,59.700915
"г.Пушкин, Саперная ул., 40 корп. 3",1996,30.383359,59.700879
"г.Пушкин, Саперная ул., 40 корп. 4",1995,30.382325,59.70082
"г.Пушкин, Саперная ул., 40 корп. 5",1995,30.382873,59.701251
"г.Пушкин, Саперная ул., 40 корп. 6",1995,30.383296,59.701637
"г.Пушкин, Саперная ул., 41",1960,30.405556,59.701832
"г.Пушкин, Саперная ул., 42 корп. 1",1995,30.384095,59.702141
"г.Пушкин, Саперная ул., 42 корп. 2",1994,30.384607,59.702436
"г.Пушкин, Саперная ул., 42 корп. 3",1994,30.385128,59.702722
"г.Пушкин, Саперная ул., 42 корп. 4",1996,30.385245,59.701769
"г.Пушкин, Саперная ул., 42 корп. 5",1996,30.385299,59.701342
"г.Пушкин, Саперная ул., 43 литер А",1962,30.406194,59.700883
"г.Пушкин, Саперная ул., 44 корп. 1 литер А",2004,30.381598,59.700969
"г.Пушкин, Саперная ул., 44 корп. 10",2007,30.382299,59.70343
"г.Пушкин, Саперная ул., 44 корп. 2 литер А",2004,30.380753,59.701201
"г.Пушкин, Саперная ул., 44 корп. 3 литер А",2004,30.380134,59.701419
"г.Пушкин, Саперная ул., 44 корп. 4 литер А",2004,30.379532,59.701614
"г.Пушкин, Саперная ул., 44 корп. 6",2007,30.383296,59.702681
"г.Пушкин, Саперная ул., 44 корп. 8",2007,30.379954,59.702577
"г.Пушкин, Саперная ул., 45",1961,30.404837,59.701946
"г.Пушкин, Саперная ул., 46",1998,30.375283,59.702881
"г.Пушкин, Саперная ул., 47",1960,30.405152,59.701496
"г.Пушкин, Саперная ул., 48",1998,30.375705,59.703226
"г.Пушкин, Саперная ул., 50",2001,30.375597,59.703893
"г.Пушкин, Саперная ул., 51",1960,30.404451,59.701641
"г.Пушкин, Саперная ул., 52",1997,30.374735,59.703217
"г.Пушкин, Саперная ул., 53",1972,30.405098,59.700643
"г.Пушкин, Саперная ул., 54",1997,30.375184,59.703539
"г.Пушкин, Саперная ул., 56",1997,30.374205,59.703548
"г.Пушкин, Саперная ул., 58",1997,30.374672,59.703861
"г.Пушкин, Саперная ул., 6",1957,30.416965,59.703907
"г.Пушкин, Саперная ул., 8",1958,30.415743,59.703639
"г.Пушкин, Софийский бульв., 22/6",1844,30.419992,59.716606
"г.Пушкин, Софийский бульв., 24",1844,30.420279,59.717064
"г.Пушкин, Софийский бульв., 7 литер А",2001,30.421869,59.716538
"г.Пушкин, Средняя ул., 1_9",1917,30.39995,59.718017
"г.Пушкин, Средняя ул., 11",1917,30.402259,59.717255
"г.Пушкин, Средняя ул., 13",1993,30.402987,59.716814
"г.Пушкин, Средняя ул., 15",1917,30.40366,59.716474
"г.Пушкин, Средняя ул., 17/6",1917,30.40366,59.716474
"г.Пушкин, Средняя ул., 24",1917,30.404559,59.717069
"г.Пушкин, Средняя ул., 26/8",1917,30.404729,59.716887
"г.Пушкин, Средняя ул., 30 литер А",1870,30.406733,59.716243
"г.Пушкин, Средняя ул., 32",1917,30.407218,59.71607
"г.Пушкин, Средняя ул., 32а литер А",2001,30.407173,59.716392
"г.Пушкин, Средняя ул., 40",1960,30.409311,59.715499
"г.Пушкин, Средняя ул., 42",1960,30.40985,59.715322
"г.Пушкин, Средняя ул., 44/8",1917,30.410874,59.71499
"г.Пушкин, Средняя ул., 8 корп. 2",2007,30.399465,59.718993
"г.Пушкин, Средняя ул., 8 корп. 3",2008,30.400229,59.718729
"г.Пушкин, Средняя ул., 8 корп. 4",2007,30.40013,59.71838
"г.Пушкин, ул. Вячеслава Шишкова, 14",1985,30.403292,59.733078
"г.Пушкин, ул. Вячеслава Шишкова, 16",1985,30.402017,59.733564
"г.Пушкин, ул. Вячеслава Шишкова, 18",1989,30.401549,59.733936
"г.Пушкин, ул. Вячеслава Шишкова, 20",1988,30.403391,59.734131
"г.Пушкин, ул. Вячеслава Шишкова, 22",1985,30.404496,59.733908
"г.Пушкин, ул. Вячеслава Шишкова, 24",1984,30.402771,59.73501
"г.Пушкин, ул. Вячеслава Шишкова, 26",1984,30.404056,59.735264
"г.Пушкин, ул. Вячеслава Шишкова, 30",1984,30.402376,59.735858
"г.Пушкин, ул. Вячеслава Шишкова, 32",1988,30.40561,59.736711
"г.Пушкин, Фуражный пер., 2 корп. 2",2007,30.382334,59.706807
"г.Пушкин, Фуражный пер., 2 корп. 3",2007,30.383996,59.706821
"г.Пушкин, Фуражный пер., 2 корп. 4",2007,30.383224,59.70644
"г.Пушкин, Фуражный пер., 2 корп. 5",2007,30.382559,59.706335
"г.Пушкин, Фуражный пер., 2 корп. 6",2007,30.381957,59.706217
"г.Пушкин, Фуражный пер., 3",1917,30.383574,59.707579
"г.Пушкин, Фуражный пер., 5",1860,30.382766,59.707692
"г.Пушкин, Церковная ул., 10",1957,30.399358,59.721062
"г.Пушкин, Церковная ул., 15",1958,30.401433,59.722073
"г.Пушкин, Церковная ул., 17/7",1917,30.402052,59.722532
"г.Пушкин, Церковная ул., 19",1960,30.403175,59.723276
"г.Пушкин, Церковная ул., 21",1959,30.403795,59.723766
"г.Пушкин, Церковная ул., 24",1917,30.402861,59.723693
"г.Пушкин, Церковная ул., 27",1962,30.405286,59.724682
"г.Пушкин, Церковная ул., 28/7",1917,30.403418,59.724106
"г.Пушкин, Церковная ул., 32",1964,30.404352,59.725004
"г.Пушкин, Церковная ул., 37",1972,30.408655,59.727467
"г.Пушкин, Церковная ул., 4 литер А",2002,30.396941,59.719637
"г.Пушкин, Церковная ул., 44",1995,30.406957,59.726946
"г.Пушкин, Церковная ул., 46",1975,30.406041,59.728334
"г.Пушкин, Церковная ул., 4а литер А",2003,30.396941,59.719637
"г.Пушкин, Церковная ул., 5 корп. 0 литер А",2001,30.399564,59.720336
"г.Пушкин, Церковная ул., 50/18",1971,30.409077,59.728828
"г.Пушкин, Церковная ул., 6 литер А",1917,30.397507,59.719836
"г.Пушкин, Чистякова ул., 1",1941,30.427636,59.714686
"г.Пушкин, Чистякова ул., 2/18",1950,30.4269,59.715036
"г.Пушкин, Чистякова ул., 3",1953,30.428211,59.715135
"г.Пушкин, Чистякова ул., 4",1958,30.427286,59.715467
"г.Пушкин, Чистякова ул., 6/7",1960,30.427933,59.715789
"г.Пушкин, Чистякова ул., 9",1960,30.42981,59.716406
"г.Пушкин, Широкая ул., 1/36",1917,30.419929,59.721488
"г.Пушкин, Широкая ул., 10",1957,30.423262,59.722432
"г.Пушкин, Широкая ул., 12",1956,30.42434,59.722568
"г.Пушкин, Широкая ул., 16",1907,30.423962,59.723384
"г.Пушкин, Широкая ул., 18",1907,30.424456,59.723167
"г.Пушкин, Широкая ул., 2/34",1957,30.41877,59.72196
"г.Пушкин, Широкая ул., 20",1917,30.425022,59.723548
"г.Пушкин, Широкая ул., 24",1953,30.425552,59.722713
"г.Пушкин, Широкая ул., 26",1953,30.426325,59.722808
"г.Пушкин, Широкая ул., 3",1961,30.426343,59.722386
"г.Пушкин, Широкая ул., 4а",1961,30.419803,59.722377
"г.Пушкин, Широкая ул., 6",1957,30.420971,59.722346
"г.Пушкин, Широкая ул., 8",1949,30.422247,59.722327
"г.Пушкин, Широкая ул., 8а литер А",2002,30.422049,59.722631
"г.Пушкин, Школьная ул., 23 литер А",1995,30.404801,59.728125
"г.Пушкин, Школьная ул., 29",1964,30.40773,59.731155
"г.Пушкин, Школьная ул., 3 литер А",2005,30.400678,59.72602
"г.Пушкин, Школьная ул., 31",1964,30.408395,59.73184
"г.Пушкин, Школьная ул., 39/33 литер А",1999,30.411575,59.734348
"г.Пушкин, Школьная ул., 39/33 литер Б",2000,30.411575,59.734348
"г.Пушкин, Школьная ул., 39/33 литер В",2004,30.411575,59.734348
"г.Пушкин, Школьная ул., 41",1970,30.41259,59.734888
"г.Пушкин, Школьная ул., 43",1966,30.414252,59.73467
"г.Пушкин, Школьная ул., 45",1966,30.41594,59.734693
"г.Пушкин, Школьная ул., 47",1966,30.416309,59.735532
"г.Пушкин, Школьная ул., 49",1971,30.414674,59.735287
"г.Пушкин, Школьная ул., 5 корп. 0 литер А",1864,30.400678,59.72602
"г.Пушкин, Школьная ул., 51",1967,30.413057,59.735636
"г.Пушкин, Школьная ул., 53",1965,30.415186,59.735777
"г.Пушкин, Школьная ул., 53а",1971,30.416695,59.73604
"г.Пушкин, Школьная ул., 57",1967,30.413066,59.736575
"г.Пушкин, Школьная ул., 59",1966,30.414701,59.737237
"г.Пушкин, Школьная ул., 61",1966,30.415204,59.737781
"г.Пушкин, Школьная ул., 63",1966,30.413093,59.737409
"г.Сестрорецк,  Мосина ул., 1 литер А",1969,29.964905,60.091899
"г.Сестрорецк,  Мосина ул., 18 литер А",1917,29.964887,60.09058
"г.Сестрорецк,  Мосина ул., 3 литер А",1969,29.963998,60.09163
"г.Сестрорецк,  Мосина ул., 46/1 литер А",1917,29.967052,60.086322
"г.Сестрорецк,  Мосина ул., 5 литер А",1970,29.964285,60.091118
"г.Сестрорецк,  Первого Мая ул., 1 литер А",1930,29.960387,60.098732
"г.Сестрорецк,  Первого Мая ул., 2 литер А",1939,29.960063,60.098296
"г.Сестрорецк,  Первого Мая ул., 3 литер А",1930,29.960369,60.096305
"г.Сестрорецк,  Первого Мая ул., 3а литер А",2008,29.960369,60.096305
"г.Сестрорецк,  Первого Мая ул., 5 литер А",1979,29.960539,60.098113
"г.Сестрорецк, 1-я линия, 16 литер А",1917,29.979611,60.047901
"г.Сестрорецк, 2-я Линия, 14 литер А",1917,29.981174,60.048795
"г.Сестрорецк, 2-я линия, 8а литер А",1917,29.979763,60.048836
"г.Сестрорецк, 3-я линия, 12 литер А",1917,29.981219,60.050412
"г.Сестрорецк, 3-я линия, 14 литер А",1917,29.981892,60.050048
"г.Сестрорецк, 3-я Линия, 5 литер А",1917,29.978667,60.049779
"г.Сестрорецк, 3-я Линия, 6",1917,29.979907,60.050215
"г.Сестрорецк, 3-я линия, 8 литер А",1917,29.980428,60.050116
"г.Сестрорецк, 3-я Тарховская ул., 15 литер А",1917,29.974005,60.08042
"г.Сестрорецк, 4-я линия, 14а литер Б",1917,29.981668,60.05154
"г.Сестрорецк, 4-я Тарховская ул., 16 литер А",1917,29.975029,60.079999
"г.Сестрорецк, 6-я линия, 9 литер А",1917,29.981623,60.053431
"г.Сестрорецк, 7-я линия, 3 литер А",1917,29.978308,60.054859
"г.Сестрорецк, 7-я линия, 7 литер А",1917,29.979117,60.054828
"г.Сестрорецк, 8-я линия, 5 литер А",1928,29.98121,60.055753
"г.Сестрорецк, 9-я линия, 7 литер А",1917,29.97988,60.057357
"г.Сестрорецк, Александра Паншина ул., 20 литер А",2007,30.003874,60.054181
"г.Сестрорецк, Александра Паншина ул., 21 литер А",2007,30.003066,60.054177
"г.Сестрорецк, Б.Горская ул., 12 литер А",1917,29.978245,60.045704
"г.Сестрорецк, Владимирский пр., 9 литер А",1989,29.99411,60.036331
"г.Сестрорецк, Воскова ул., 1 литер А",1979,29.964034,60.092868
"г.Сестрорецк, Воскова ул., 11 литер А",1967,29.960441,60.091697
"г.Сестрорецк, Воскова ул., 3 литер А",1967,29.962633,60.09263
"г.Сестрорецк, Воскова ул., 5 литер А",2007,29.961671,60.092922
"г.Сестрорецк, Воскова ул., 6 литер А",1940,29.962911,60.093609
"г.Сестрорецк, Воскова ул., 9 литер А",1967,29.961052,60.092469
"г.Сестрорецк, Всеволода Боброва ул., 20 литер А",2007,30.002024,60.053961
"г.Сестрорецк, Всеволода Боброва ул., 22 литер А",2007,30.003102,60.053305
"г.Сестрорецк, Всеволода Боброва ул., 24 литер А",2007,30.003254,60.053081
"г.Сестрорецк, Всеволода Боброва ул., 26 литер А",2007,30.003434,60.052834
"г.Сестрорецк, Всеволода Боброва ул., 28 литер А",2007,30.003542,60.052613
"г.Сестрорецк, Всеволода Боброва ул., 33 литер А",2007,30.001485,60.052272
"г.Сестрорецк, Всеволода Боброва ул., 37 литер А",2007,30.002024,60.051513
"г.Сестрорецк, дорога к шалашу Ленина, 2 литер А",1969,30.033007,60.078989
"г.Сестрорецк, Дубковский пер., 15/2 литер А",1917,29.948996,60.093128
"г.Сестрорецк, Дубковский пер., 8/2 литер А",1917,29.95029,60.093128
"г.Сестрорецк, Дубковское шоссе, 11 литер А",1995,29.950811,60.090737
"г.Сестрорецк, Дубковское шоссе, 17 литер А",1984,29.948286,60.09023
"г.Сестрорецк, Дубковское шоссе, 28 литер А",2007,29.951511,60.091693
"г.Сестрорецк, Дубковское шоссе, 30 литер А",2007,29.950793,60.091406
"г.Сестрорецк, Дубковское шоссе, 32 литер А",194,29.949832,60.091361
"г.Сестрорецк, Дубковское шоссе, 34 литер А",1984,29.949014,60.091572
"г.Сестрорецк, Дубковское шоссе, 36 литер А",1984,29.948906,60.092137
"г.Сестрорецк, Дубковское шоссе, 38 литер А",2008,29.948143,60.090997
"г.Сестрорецк, Дубковское шоссе, 40 литер А",2008,29.941872,60.090719
"г.Сестрорецк, Дубковское шоссе, 71 литер А",1917,29.944792,60.090069
"г.Сестрорецк, Дубковское шоссе, 77 литер А",2007,29.942852,60.089799
"г.Сестрорецк, Дубковское шоссе, 9 литер А",2003,29.951871,60.090867
"г.Сестрорецк, Ермоловский пер., 5 литер А",1926,29.958914,60.101266
"г.Сестрорецк, Ермоловский пр., 30 литер А",1924,29.961591,60.102499
"г.Сестрорецк, Инструментальщиков ул., 15 литер А",1986,29.948745,60.085012
"г.Сестрорецк, Инструментальщиков ул., 19 литер А",1986,29.949751,60.085622
"г.Сестрорецк, Инструментальщиков ул., 21 литер А",1986,29.949796,60.08621
"г.Сестрорецк, Инструментальщиков ул., 23 литер А",1986,29.949823,60.086784
"г.Сестрорецк, Инструментальщиков ул., 25 литер А",1986,29.952176,60.08629
"г.Сестрорецк, Коммунаров ул., 10",1917,29.956946,60.094169
"г.Сестрорецк, Коммунаров ул., 62 литер А",1917,29.955832,60.099472
"г.Сестрорецк, Коммунаров ул., 64 литер А",1917,29.956003,60.099651
"г.Сестрорецк, Коммунаров ул., 70 литер А",1917,29.955859,60.10036
"г.Сестрорецк, Коммунаров ул., 7б литер А",1917,29.954117,60.093586
"г.Сестрорецк, Красных Командиров пр., 15 литер А",1917,29.978173,60.053121
"г.Сестрорецк, Красных Командиров пр., 23б литер А",1917,29.977563,60.049788
"г.Сестрорецк, Курортная ул., 9 литер А",1917,29.956344,60.104944
"г.Сестрорецк, Лиственная ул., 9",1917,29.9494,60.093972
"г.Сестрорецк, М.Канонерская ул., 19 литер А",1917,29.956542,60.098265
"г.Сестрорецк, М.Канонерская ул., 23 литер А",1917,29.956614,60.098803
"г.Сестрорецк, М.Канонерская ул., 26 литер А",1917,29.957288,60.099019
"г.Сестрорецк, М.Канонерская ул., 40/2 литер А",1917,29.957611,60.100871
"г.Сестрорецк, М.Канонерская ул., 43 литер А",1917,29.956847,60.101468
"г.Сестрорецк, М.Ленинградская ул., 5 литер А",1917,29.963163,60.087964
"г.Сестрорецк, Магазинная ул., 7б литер Б",1962,29.968076,60.086757
"г.Сестрорецк, Морская ул., 14 литер А",1917,29.958087,60.099961
"г.Сестрорецк, Морская ул., 15 литер А",1917,29.958393,60.100257
"г.Сестрорецк, Морская ул., 32 литер А",1917,29.961447,60.098655
"г.Сестрорецк, наб.р.Сестры, 11 литер А",1966,29.970358,60.098377
"г.Сестрорецк, наб.р.Сестры, 18/27 литер А",1917,29.961977,60.103822
"г.Сестрорецк, наб.р.Сестры, 3 литер А",1966,29.971274,60.097103
"г.Сестрорецк, наб.р.Сестры, 31 литер А",1917,29.963899,60.104235
"г.Сестрорецк, наб.р.Сестры, 46/17 литер А",1917,29.959902,60.109464
"г.Сестрорецк, наб.р.Сестры, 5 литер А",1966,29.970547,60.097354
"г.Сестрорецк, наб.р.Сестры, 7 литер А",1966,29.969972,60.097655
"г.Сестрорецк, наб.р.Сестры, 9 литер А",1966,29.969316,60.098077
"г.Сестрорецк, Николая Соколова ул., 21 литер А",2007,30.004862,60.054424
"г.Сестрорецк, Николая Соколова ул., 23 литер А",2007,30.004889,60.053588
"г.Сестрорецк, Николая Соколова ул., 25 литер А",2007,30.005024,60.053377
"г.Сестрорецк, Николая Соколова ул., 27 литер А",2007,30.005177,60.053112
"г.Сестрорецк, Николая Соколова ул., 29 литер А",2007,30.005338,60.052892
"г.Сестрорецк, Николая Соколова ул., 36 литер А",2007,30.006982,60.0534
"г.Сестрорецк, Николая Соколова ул., 40 литер А",2007,30.007342,60.052591
"г.Сестрорецк, Новая слобода, 13 литер А",1917,29.968795,60.085608
"г.Сестрорецк, Новая слобода, 9 литер А",1917,29.968669,60.085905
"г.Сестрорецк, Парковая ул., 19 литер А",1917,29.952643,60.098525
"г.Сестрорецк, Парковая ул., 30 литер А",1917,29.948197,60.10005
"г.Сестрорецк, Перепадская наб., 11",1917,29.964178,60.088776
"г.Сестрорецк, Перепадская наб., 21 литер А",1917,29.962381,60.088305
"г.Сестрорецк, Писемского ул., 2 корп. 1 литер А",1955,29.983698,60.036996
"г.Сестрорецк, Писемского ул., 2 корп. 10 литер К",1957,29.986824,60.035432
"г.Сестрорецк, Писемского ул., 2 корп. 11 литер М",1957,29.986869,60.035203
"г.Сестрорецк, Писемского ул., 2 корп. 2 литер Б",1938,29.984722,60.036722
"г.Сестрорецк, Писемского ул., 2 корп. 3 литер Б",1938,29.985719,60.036447
"г.Сестрорецк, Писемского ул., 2 корп. 4 литер Д",1957,29.98615,60.035917
"г.Сестрорецк, Писемского ул., 2 корп. 5 литер Г",1957,29.985441,60.035895
"г.Сестрорецк, Писемского ул., 2 корп. 6 литер Ж",1957,29.985908,60.035562
"г.Сестрорецк, Писемского ул., 2 корп. 7 литер З",1958,29.986249,60.03527
"г.Сестрорецк, Писемского ул., 2 корп. 8 литер И",1957,29.986806,60.035935
"г.Сестрорецк, Писемского ул., 2 корп. 9 литер К",1957,29.986833,60.035683
"г.Сестрорецк, Полевая ул., 17",1917,29.945053,60.092586
"г.Сестрорецк, Полевая ул., 3 литер А",1917,29.947945,60.092559
"г.Сестрорецк, Полевая ул., 4",1917,29.949068,60.093048
"г.Сестрорецк, Приморское шоссе, 192 литер А",1917,29.975344,60.048454
"г.Сестрорецк, Приморское шоссе, 200 литер А",1917,29.975811,60.049339
"г.Сестрорецк, Приморское шоссе, 250 литер А",1917,29.975973,60.057141
"г.Сестрорецк, Приморское шоссе, 261 литер А",2001,29.966262,60.07709
"г.Сестрорецк, Приморское шоссе, 261(а) литер А",2001,29.966262,60.07709
"г.Сестрорецк, Приморское шоссе, 263 литер А",2006,29.964267,60.078244
"г.Сестрорецк, Приморское шоссе, 265 литер А",1996,29.962929,60.078975
"г.Сестрорецк, Приморское шоссе, 267 литер А",2002,29.964636,60.078935
"г.Сестрорецк, Приморское шоссе, 269 литер А",1997,29.962983,60.079913
"г.Сестрорецк, Приморское шоссе, 270 литер А",1987,29.956829,60.086178
"г.Сестрорецк, Приморское шоссе, 271 литер А",2008,29.961707,60.080398
"г.Сестрорецк, Приморское шоссе, 272 литер А",1985,29.959246,60.087556
"г.Сестрорецк, Приморское шоссе, 273 литер А",2006,29.962758,60.080465
"г.Сестрорецк, Приморское шоссе, 275 литер А",1998,29.961644,60.080878
"г.Сестрорецк, Приморское шоссе, 277 литер А",2004,29.962615,60.081044
"г.Сестрорецк, Приморское шоссе, 279 литер А",2008,29.961977,60.081502
"г.Сестрорецк, Приморское шоссе, 281 корп. 2 литер А",2007,29.959911,60.082265
"г.Сестрорецк, Приморское шоссе, 281 литер А",1998,29.96124,60.081991
"г.Сестрорецк, Приморское шоссе, 282 литер А",1965,29.973969,60.094753
"г.Сестрорецк, Приморское шоссе, 283 литер А",2004,29.960953,60.082512
"г.Сестрорецк, Приморское шоссе, 284 литер А",1964,29.974913,60.094407
"г.Сестрорецк, Приморское шоссе, 285 литер А",1999,29.959857,60.083508
"г.Сестрорецк, Приморское шоссе, 286 литер А",1977,29.975721,60.094237
"г.Сестрорецк, Приморское шоссе, 287 литер А",2003,29.960881,60.083203
"г.Сестрорецк, Приморское шоссе, 288 литер А",1965,29.97511,60.09491
"г.Сестрорецк, Приморское шоссе, 290 литер А",1966,29.9767,60.094936
"г.Сестрорецк, Приморское шоссе, 291 литер А",1999,29.959291,60.084154
"г.Сестрорецк, Приморское шоссе, 292 литер А",1965,29.976682,60.095318
"г.Сестрорецк, Приморское шоссе, 296 литер А",1965,29.977643,60.095708
"г.Сестрорецк, Приморское шоссе, 298 литер А",1969,29.976179,60.095825
"г.Сестрорецк, Приморское шоссе, 300 литер А",1969,29.975712,60.096533
"г.Сестрорецк, Приморское шоссе, 302 литер А",1965,29.977275,60.096673
"г.Сестрорецк, Приморское шоссе, 304 литер А",1966,29.978191,60.096403
"г.Сестрорецк, Приморское шоссе, 306 литер А",1966,29.977922,60.096735
"г.Сестрорецк, Приморское шоссе, 310 литер А",1965,29.978874,60.097224
"г.Сестрорецк, Приморское шоссе, 312 литер А",1965,29.978084,60.097471
"г.Сестрорецк, Приморское шоссе, 314 литер А",1964,29.977877,60.098171
"г.Сестрорецк, Приморское шоссе, 316 литер А",1966,29.979162,60.098265
"г.Сестрорецк, Приморское шоссе, 318 литер А",1964,29.978542,60.098521
"г.Сестрорецк, Приморское шоссе, 320 литер А",1965,29.979305,60.099126
"г.Сестрорецк, Приморское шоссе, 322 литер А",1964,29.978362,60.099153
"г.Сестрорецк, Приморское шоссе, 324 литер А",1961,29.977221,60.099534
"г.Сестрорецк, Приморское шоссе, 326 литер А",1964,29.977967,60.099996
"г.Сестрорецк, Приморское шоссе, 328 литер А",1966,29.978883,60.100355
"г.Сестрорецк, Приморское шоссе, 330 литер А",1964,29.978102,60.10058
"г.Сестрорецк, Приморское шоссе, 334 литер А",1965,29.978416,60.101131
"г.Сестрорецк, Приморское шоссе, 336 литер А",1964,29.977482,60.101091
"г.Сестрорецк, Приморское шоссе, 338 литер А",1964,29.976458,60.101764
"г.Сестрорецк, Приморское шоссе, 340 литер А",1967,29.977365,60.102136
"г.Сестрорецк, Приморское шоссе, 342 литер А",1965,29.976359,60.102185
"г.Сестрорецк, Приморское шоссе, 344 литер А",1973,29.975622,60.10249
"г.Сестрорецк, Приморское шоссе, 346 литер А",1965,29.976556,60.102939
"г.Сестрорецк, Приморское шоссе, 348 литер А",1972,29.97582,60.103446
"г.Сестрорецк, Приморское шоссе, 350 литер А",1976,29.974553,60.104598
"г.Сестрорецк, Советский пр., 1",1988,29.973116,60.075959
"г.Сестрорецк, Старая ул., 5 литер А",1917,29.973314,60.057693
"г.Сестрорецк, Строителей наб., 10 литер А",1968,29.960531,60.091172
"г.Сестрорецк, Строителей наб., 6 литер А",1970,29.960593,60.090136
"г.Сестрорецк, Строителей наб., 8 литер А",1967,29.960656,60.090634
"г.Сестрорецк, Токарева ул., 1 литер А",1988,29.955841,60.086057
"г.Сестрорецк, Токарева ул., 10 литер А",1993,29.952733,60.087219
"г.Сестрорецк, Токарева ул., 12 литер А",1985,29.951961,60.088749
"г.Сестрорецк, Токарева ул., 13А литер А",2007,29.954997,60.089602
"г.Сестрорецк, Токарева ул., 14 литер А",1985,29.949212,60.088031
"г.Сестрорецк, Токарева ул., 14а литер А",1986,29.949212,60.088031
"г.Сестрорецк, Токарева ул., 15 литер А",1986,29.956964,60.091778
"г.Сестрорецк, Токарева ул., 16 литер А",1986,29.952706,60.089521
"г.Сестрорецк, Токарева ул., 18 литер А",1986,29.952949,60.090629
"г.Сестрорецк, Токарева ул., 2 литер А",2010,29.954269,60.085092
"г.Сестрорецк, Токарева ул., 3 литер А",1983,29.956317,60.086649
"г.Сестрорецк, Токарева ул., 4 литер А",1986,29.952652,60.086003
"г.Сестрорецк, Токарева ул., 6 литер А",1999,29.954476,60.085635
"г.Сестрорецк, Токарева ул., 7 литер А",1987,29.955958,60.088224
"г.Сестрорецк, Токарева ул., 8 литер А",1997,29.953847,60.086582
"г.Сестрорецк, Токарева ул., 9 литер А",1986,29.958033,60.088278
"г.Сестрорецк, Транспортная ул., 5 литер А",1986,29.951377,60.084944
"г.Сестрорецк, Транспортная ул., 6 литер А",1965,29.95205,60.083688
"г.Сестрорецк, ул.Борисова, 10 литер А",2007,29.968013,60.101634
"г.Сестрорецк, ул.Борисова, 3 литер А",1950,29.972918,60.102046
"г.Сестрорецк, ул.Борисова, 4 литер А",1968,29.971553,60.101562
"г.Сестрорецк, ул.Борисова, 5 литер А",1949,29.971804,60.10241
"г.Сестрорецк, ул.Борисова, 8 корп. 1 литер А",1962,29.968561,60.101311
"г.Сестрорецк, ул.Борисова, 8 корп. 2 литер Б",1962,29.969819,60.101481
"г.Сестрорецк, ул.Борисова, 9 корп. 1 литер А",1975,29.968238,60.106083
"г.Сестрорецк, ул.Борисова, 9 корп. 2 литер А",1975,29.968813,60.105361
"г.Сестрорецк, ул.Володарского, 11 литер А",1963,29.97485,60.097915
"г.Сестрорецк, ул.Володарского, 13 литер А",1963,29.975757,60.098377
"г.Сестрорецк, ул.Володарского, 15 литер А",1966,29.974589,60.09853
"г.Сестрорецк, ул.Володарского, 16 литер А",1966,29.97184,60.099961
"г.Сестрорецк, ул.Володарского, 17 литер А",1954,29.974284,60.099032
